GPS LATITUDE (degrees),GPS LONGITUDE (degrees),GPS ALTITUDE (m),GPS SPEED (Kmh),GPS ACCURACY (m),GPS ORIENTATION (Â°),GPS SATELLITES IN RANGE,TIME SINCE START (ms),DATE (YYYY-MO-DD HH-MI-SS_SSS),ACCELEROMETER X (m/s²),ACCELEROMETER Y (m/s²),ACCELEROMETER Z (m/s²),GRAVITY X (m/s²),GRAVITY Y (m/s²),GRAVITY Z (m/s²),GYROSCOPE X (rad/s),GYROSCOPE Y (rad/s),GYROSCOPE Z (rad/s),MAGNETIC FIELD X (Î¼T),MAGNETIC FIELD Y (Î¼T),MAGNETIC FIELD Z (Î¼T),ORIENTATION (Azimuth) (Â°),ORIENTATION (Pitch) (Â°),ORIENTATION (Roll ) (Â°),latitude,longitude,timestamp,speed_mps,gyro_z,accel_forward,accel_lateral,x_m,y_m,heading_deg,dt_s,dr_speed_mps,dr_heading_deg,dr_x_m,dr_y_m,position_error_m
52.613014,-1.474532,149.68,19.33,6,26.39,25 / 25,609520,2019-11-06 10:51:56:863,-1.0116,3.1688,8.9183,-0.0209,-0.0152,9.8065,-0.0621,-0.15,0.1608,-26.06,-35.81,-1.37,26.77,-89.53,-61.32,52.613014,-1.474532,609.52,5.369444444444444,0.1608,-1.0116,3.1688,-1303.8581822430833,5691.401125374722,62.95640312903621,0.10000000000002274,5.556356305985252,64.9569285381926,-417.59893270874204,1608.7007566056345,4177.786227002576
52.613014,-1.474532,149.68,19.33,6,26.39,25 / 25,609620,2019-11-06 10:51:56:963,0.706,2.7534,10.2013,-0.0018,-0.0101,9.8066,-0.0868,0.1531,-0.0098,-26.06,-36.31,-1.25,33.41,-89.39,-54.86,52.613014,-1.474532,609.62,5.369444444444444,-0.0098,0.706,2.7534,-1303.8581822430833,5691.401125374722,62.95640312903621,0.10000000000002274,5.462277494890251,64.5252198081853,-417.3639926346794,1609.193877195259,4177.35418241001
52.613014,-1.474532,149.68,19.33,6,26.39,25 / 25,609720,2019-11-06 10:51:57:063,0.826,1.2831,10.0559,-0.0015,-0.0192,9.8065,-0.0868,0.1531,-0.0098,-25.37,-36.5,-1.25,29.0,-89.29,-59.21,52.613014,-1.474532,609.72,5.369444444444444,-0.0098,0.826,1.2831,-1303.8581822430833,5691.401125374722,62.95640312903621,0.10000000000002274,5.523818132128481,65.25683829501153,-417.1327924827146,1609.6955465657609,4176.913016681802
52.613014,-1.474532,149.68,19.33,6,26.39,25 / 25,609820,2019-11-06 10:51:57:163,-0.5937,-0.6252,9.8785,0.0103,-0.0485,9.8064,-0.0021,0.2795,-0.037,-25.75,-36.62,-1.12,29.0,-89.29,-59.21,52.613014,-1.474532,609.82,5.369444444444444,-0.037,-0.5937,-0.6252,-1303.8581822430833,5691.401125374722,62.95640312903621,0.10000000000002274,5.531096592020918,64.9429131720533,-416.8985388966503,1610.1966010064345,4176.473126772087
52.613014,-1.474532,149.68,19.33,6,26.39,25 / 25,609920,2019-11-06 10:51:57:263,-0.4784,2.9372,9.9845,-0.007,0.0016,9.8066,-0.0017,0.4199,-0.1384,-25.94,-36.06,-1.69,17.45,-89.05,-70.74,52.613014,-1.474532,609.92,5.369444444444444,-0.1384,-0.4784,2.9372,-1303.8581822430833,5691.401125374722,62.95640312903621,0.09999999999990905,5.48354120526353,64.55236178276732,-416.66291877647103,1610.69175290279,4176.03932190513
52.61317,-1.474411,149.92,18.92,6,23.7,25 / 25,610019,2019-11-06 10:51:57:362,0.3436,4.4344,8.9816,-0.0018,-0.0021,9.8066,-0.0706,0.2805,-0.127,-26.0,-35.87,-1.56,18.43,-89.03,-67.6,52.61317,-1.474411,610.019,5.2555555555555555,-0.127,0.3436,4.4344,-1295.679072903493,5708.7475339312505,64.75537200145051,0.09900000000004638,5.376162740310156,65.97070405317093,-416.4461886362698,1611.1778676859385,4190.83853596277
52.61317,-1.474411,149.92,18.92,6,23.7,25 / 25,610119,2019-11-06 10:51:57:462,-0.5304,1.8557,9.924,-0.0172,-0.0693,9.8063,-0.0706,0.2805,-0.127,-25.87,-36.25,-1.87,18.43,-89.03,-67.6,52.61317,-1.474411,610.119,5.2555555555555555,-0.127,-0.5304,1.8557,-1295.679072903493,5708.7475339312505,64.75537200145051,0.10000000000002274,5.417086097993867,67.4736613788129,-416.2386556825471,1611.6782458339926,4190.392845415753
52.61317,-1.474411,149.92,18.92,6,23.7,25 / 25,610220,2019-11-06 10:51:57:563,0.2154,0.602,10.1244,-0.0354,-0.0772,9.8062,0.0527,0.155,-0.0437,-26.06,-35.87,-1.94,17.37,-88.61,-68.95,52.61317,-1.474411,610.22,5.2555555555555555,-0.0437,0.2154,0.602,-1295.679072903493,5708.7475339312505,64.75537200145051,0.10099999999999909,5.348884504640925,67.99127015091933,-416.0362028978762,1612.1791143277842,4189.945631537976
52.61317,-1.474411,149.92,18.92,6,23.7,25 / 25,610320,2019-11-06 10:51:57:663,-1.7388,1.7262,10.3144,0.0041,-0.0152,9.8066,0.0809,0.1132,0.0236,-26.19,-36.12,-2.06,16.23,-87.87,-70.21,52.61317,-1.474411,610.32,5.2555555555555555,0.0236,-1.7388,1.7262,-1295.679072903493,5708.7475339312505,64.75537200145051,0.10000000000002274,5.423051741318026,65.98405247740266,-415.8154896266478,1612.6744733428368,4189.50766115243
52.61317,-1.474411,149.92,18.92,6,23.7,25 / 25,610420,2019-11-06 10:51:57:763,-0.9512,0.6841,10.7651,-0.0111,-0.0371,9.8065,-0.1548,0.0665,0.0249,-26.19,-35.81,-2.37,16.37,-87.64,-70.16,52.61317,-1.474411,610.42,5.2555555555555555,0.0249,-0.9512,0.6841,-1295.679072903493,5708.7475339312505,64.75537200145051,0.09999999999990905,5.360787836872596,67.08920678041255,-415.6067955105189,1613.168261990147,4189.068725407746
52.61317,-1.474411,149.92,18.92,6,23.7,25 / 25,610520,2019-11-06 10:51:57:863,1.1871,-0.4131,9.1099,0.0115,0.0002,9.8065,-0.1548,0.0665,0.0249,-25.44,-36.19,-2.56,16.37,-87.64,-70.16,52.61317,-1.474411,610.52,5.2555555555555555,0.0249,1.1871,-0.4131,-1295.679072903493,5708.7475339312505,64.75537200145051,0.10000000000002274,5.458698240207217,65.68997227427826,-415.3820751712521,1613.6657302141537,4188.629582972367
52.61317,-1.474411,149.92,18.92,6,23.7,25 / 25,610620,2019-11-06 10:51:57:963,-1.1837,1.6337,10.5528,-0.0229,0.0203,9.8065,-0.126,0.224,0.0116,-25.56,-36.31,-2.56,12.38,-87.66,-71.74,52.61317,-1.474411,610.62,5.2555555555555555,0.0116,-1.1837,1.6337,-1295.679072903493,5708.7475339312505,64.75537200145051,0.10000000000002274,5.5224469428249705,65.78522323849926,-415.1555674489865,1614.169385308556,4188.184792823299
52.61317,-1.474411,149.92,18.92,6,23.7,25 / 25,610720,2019-11-06 10:51:58:063,-1.6897,4.0867,9.2513,-0.0084,0.0211,9.8066,-0.126,0.224,0.0116,-25.62,-36.69,-2.44,16.7,-87.77,-69.83,52.61317,-1.474411,610.72,5.2555555555555555,0.0116,-1.6897,4.0867,-1295.679072903493,5708.7475339312505,64.75537200145051,0.10000000000002274,5.362517715470465,65.9463760402517,-414.9369958036006,1614.6590713286962,4187.752015818222
52.61317,-1.474411,149.92,18.92,6,23.7,25 / 25,610820,2019-11-06 10:51:58:163,0.5728,-1.0867,9.4355,0.0429,0.0558,9.8064,-0.2025,0.358,-0.128,-25.56,-35.94,-3.0,16.7,-87.77,-69.83,52.61317,-1.474411,610.82,5.2555555555555555,-0.128,0.5728,-1.0867,-1295.679072903493,5708.7475339312505,64.75537200145051,0.10000000000002274,5.4322659486742895,66.80311815153559,-414.7230232546374,1615.158381734818,4187.308886193281
52.61317,-1.474411,149.92,18.92,6,23.7,25 / 25,610920,2019-11-06 10:51:58:263,0.6625,-4.1544,10.3937,-0.0094,0.0135,9.8066,-0.0449,0.2353,-0.0303,-25.31,-35.81,-2.44,9.22,-88.15,-74.37,52.61317,-1.474411,610.92,5.2555555555555555,-0.0303,0.6625,-4.1544,-1295.679072903493,5708.7475339312505,64.75537200145051,0.09999999999990905,5.369218460311455,65.39544136597927,-414.4994741620529,1615.6465526802353,4186.878685602934
52.613327,-1.474309,150.14,18.68,6,19.0,24 / 25,611020,2019-11-06 10:51:58:363,1.858,-0.2772,9.1663,0.0052,-0.0382,9.8066,0.0857,0.0535,0.1404,-24.87,-36.0,-2.5,13.82,-88.22,-72.22,52.613327,-1.474309,611.02,5.188888888888889,0.1404,1.858,-0.2772,-1288.784286518066,5726.2051374141565,68.44872545106291,0.10000000000002274,5.390936597578779,71.1886968326663,-414.32564209524287,1616.1568510111554,4202.044126061749
52.613327,-1.474309,150.14,18.68,6,19.0,24 / 25,611120,2019-11-06 10:51:58:463,-1.0555,6.9453,8.9342,-0.008,-0.0118,9.8066,0.0857,0.0535,0.1404,-25.5,-35.87,-2.37,11.39,-88.01,-74.61,52.613327,-1.474309,611.12,5.188888888888889,0.1404,-1.0555,6.9453,-1288.784286518066,5726.2051374141565,68.44872545106291,0.10000000000002274,5.275625968434628,70.69902325696134,-414.1512665758227,1616.6547621195023,4201.593412820632
52.613327,-1.474309,150.14,18.68,6,19.0,24 / 25,611219,2019-11-06 10:51:58:562,-0.8324,8.0689,8.4642,-0.0005,-0.0437,9.8065,0.1456,-0.2107,0.0898,-25.62,-35.75,-2.69,8.03,-87.76,-75.83,52.613327,-1.474309,611.219,5.188888888888889,0.0898,-0.8324,8.0689,-1288.784286518066,5726.2051374141565,68.44872545106291,0.09900000000004638,5.362918226810275,70.47793761540602,-413.9738461651275,1617.1551694530356,4201.140910009065
52.613327,-1.474309,150.14,18.68,6,19.0,24 / 25,611320,2019-11-06 10:51:58:663,0.4072,-1.7959,9.2128,0.042,-0.098,9.806,0.093,-0.6123,0.4113,-25.75,-36.06,-2.5,8.03,-87.76,-75.83,52.613327,-1.474309,611.32,5.188888888888889,0.4113,0.4072,-1.7959,-1288.784286518066,5726.2051374141565,68.44872545106291,0.10099999999999909,5.295239440544422,69.71367371826076,-413.7884180362924,1617.656814714222,4200.688882769185
52.613327,-1.474309,150.14,18.68,6,19.0,24 / 25,611420,2019-11-06 10:51:58:763,0.7319,-6.1707,9.4278,-0.0329,0.0094,9.8065,-0.0762,-0.7357,0.6188,-24.81,-35.87,-2.81,1.02,-87.2,-82.47,52.613327,-1.474309,611.42,5.188888888888889,0.6188,0.7319,-6.1707,-1288.784286518066,5726.2051374141565,68.44872545106291,0.09999999999990905,5.328539659433971,70.61231552294831,-413.61153269598276,1618.1594526807592,4200.234124056565
52.613327,-1.474309,150.14,18.68,6,19.0,24 / 25,611519,2019-11-06 10:51:58:862,-1.0533,-2.3705,9.5982,-0.0632,0.0583,9.8062,-0.0762,-0.7357,0.6188,-25.56,-35.81,-2.62,10.24,-87.51,-73.79,52.613327,-1.474309,611.519,5.188888888888889,0.6188,-1.0533,-2.3705,-1288.784286518066,5726.2051374141565,68.44872545106291,0.09900000000004638,5.287337625131524,67.61483516202046,-413.4121880821244,1618.643454627712,4199.802291610351
52.613327,-1.474309,150.14,18.68,6,19.0,24 / 25,611619,2019-11-06 10:51:58:962,-2.1672,7.4639,7.8623,-0.0345,0.0797,9.8062,0.2109,-0.7379,0.3835,-25.31,-36.5,-3.06,18.04,-87.91,-66.06,52.613327,-1.474309,611.619,5.188888888888889,0.3835,-2.1672,7.4639,-1288.784286518066,5726.2051374141565,68.44872545106291,0.10000000000002274,5.380006412433677,70.30144654185692,-413.23084340485127,1619.1499709630882,4199.34470745375
52.613327,-1.474309,150.14,18.68,6,19.0,24 / 25,611719,2019-11-06 10:51:59:062,-0.4355,1.8098,8.5343,0.0248,-0.064,9.8063,0.2109,-0.7379,0.3835,-25.12,-36.19,-2.69,18.04,-87.91,-66.06,52.613327,-1.474309,611.719,5.188888888888889,0.3835,-0.4355,1.8098,-1288.784286518066,5726.2051374141565,68.44872545106291,0.10000000000002274,5.29703987116691,70.07682310519311,-413.0503415371075,1619.647972358376,4198.895294272397
52.613327,-1.474309,150.14,18.68,6,19.0,24 / 25,611819,2019-11-06 10:51:59:162,-0.2459,-2.8793,9.4131,0.013,-0.0013,9.8066,0.184,-0.2033,-0.0028,-25.25,-36.12,-2.31,14.19,-87.59,-72.1,52.613327,-1.474309,611.819,5.188888888888889,-0.0028,-0.2459,-2.8793,-1288.784286518066,5726.2051374141565,68.44872545106291,0.09999999999990905,5.366487101855481,68.4397529988886,-412.85313420935506,1620.1470726569373,4198.44831035737
52.613327,-1.474309,150.14,18.68,6,19.0,24 / 25,611919,2019-11-06 10:51:59:262,0.1007,-6.7382,9.8619,0.0191,0.0598,9.8064,0.0145,0.0699,-0.0722,-24.81,-36.25,-2.31,13.39,-87.96,-72.73,52.613327,-1.474309,611.919,5.188888888888889,-0.0722,0.1007,-6.7382,-1288.784286518066,5726.2051374141565,68.44872545106291,0.10000000000002274,5.321683987475772,70.27372783724864,-412.6735130483444,1620.6480112191812,4197.9958794453405
52.613487,-1.47423,150.34,18.63,6,15.29,25 / 25,612020,2019-11-06 10:51:59:363,0.3001,-2.4792,9.8313,-0.0025,0.0584,9.8064,-0.211,0.3085,-0.0855,-24.56,-36.31,-2.62,13.39,-87.96,-72.73,52.613487,-1.47423,612.02,5.175,-0.0855,0.3001,-2.4792,-1283.4442068665776,5743.996325677607,73.29271035887376,0.10099999999999909,5.319276381410057,75.26542373957462,-412.53686880044296,1621.1675904688432,4213.81019640901
52.613487,-1.47423,150.34,18.63,6,15.29,25 / 25,612120,2019-11-06 10:51:59:463,-0.6298,1.3868,9.6249,0.0193,-0.0094,9.8066,-0.211,0.3085,-0.0855,-23.69,-36.37,-2.69,20.91,-88.58,-62.73,52.613487,-1.47423,612.12,5.175,-0.0855,-0.6298,1.3868,-1283.4442068665776,5743.996325677607,73.29271035887376,0.10000000000002274,5.332387795370007,73.30972416300642,-412.3837237132412,1621.678364565943,4213.342110227361
52.613487,-1.47423,150.34,18.63,6,15.29,25 / 25,612220,2019-11-06 10:51:59:563,-1.2797,6.2075,7.8039,-0.0241,0.034,9.8065,-0.1285,0.6235,-0.2762,-23.5,-36.44,-3.12,27.12,-88.88,-56.24,52.613487,-1.47423,612.22,5.175,-0.2762,-1.2797,6.2075,-1283.4442068665776,5743.996325677607,73.29271035887376,0.10000000000002274,5.286908766417057,73.8432932247521,-412.2366073246089,1622.186174383926,4212.87569301627
52.613487,-1.47423,150.34,18.63,6,15.29,25 / 25,612320,2019-11-06 10:51:59:663,-0.7996,-1.0505,9.0589,-0.0264,0.0393,9.8065,-0.0306,0.6965,-0.5091,-22.81,-36.56,-2.94,41.23,-88.99,-42.4,52.613487,-1.47423,612.32,5.175,-0.5091,-0.7996,-1.0505,-1283.4442068665776,5743.996325677607,73.29271035887376,0.10000000000002274,5.335518355677045,76.44422168035452,-412.1115471120708,1622.7048626375793,4212.394084992699
52.613487,-1.47423,150.34,18.63,6,15.29,25 / 25,612420,2019-11-06 10:51:59:763,1.4353,-4.0721,9.6306,-0.0058,-0.0359,9.8066,0.0265,0.7036,-0.5074,-22.62,-37.0,-2.62,41.23,-88.99,-42.4,52.613487,-1.47423,612.42,5.175,-0.5074,1.4353,-4.0721,-1283.4442068665776,5743.996325677607,73.29271035887376,0.09999999999990905,5.401516728217721,74.64362752199179,-411.96850310033756,1623.2257294539143,4211.914079009285
52.613487,-1.47423,150.34,18.63,6,15.29,25 / 25,612520,2019-11-06 10:51:59:863,1.0635,-0.1549,9.2414,-0.0148,0.048,9.8064,-0.0541,0.3477,-0.2356,-22.69,-36.75,-3.94,35.33,-88.86,-45.85,52.613487,-1.47423,612.52,5.175,-0.2356,1.0635,-0.1549,-1283.4442068665776,5743.996325677607,73.29271035887376,0.10000000000002274,5.286095260708365,75.57321120647248,-411.83680388329697,1623.7376702193196,4211.440472429142
52.613487,-1.47423,150.34,18.63,6,15.29,25 / 25,612622,2019-11-06 10:51:59:965,-0.8272,1.6068,9.4282,-0.0286,0.0992,9.8061,-0.0541,0.3477,-0.2356,-22.69,-36.75,-3.81,67.34,-89.1,-14.11,52.613487,-1.47423,612.622,5.175,-0.2356,-0.8272,1.6068,-1283.4442068665776,5743.996325677607,73.29271035887376,0.10199999999997544,5.383590507163692,75.6941518983055,-411.70111593496773,1624.2697683296835,4210.947983994194
52.613487,-1.47423,150.34,18.63,6,15.29,25 / 25,612720,2019-11-06 10:52:00:063,-2.2729,2.4224,9.7714,-0.0224,0.0825,9.8062,-0.0884,0.1125,0.0211,-21.94,-36.06,-3.87,67.34,-89.1,-14.11,52.613487,-1.47423,612.72,5.175,0.0211,-2.2729,2.4224,-1283.4442068665776,5743.996325677607,73.29271035887376,0.09800000000007003,5.39990488167439,75.10785981006998,-411.5651138122451,1624.7811842042172,4210.475808581363
52.613487,-1.47423,150.34,18.63,6,15.29,25 / 25,612820,2019-11-06 10:52:00:163,-0.2481,-1.0263,8.9497,-0.025,0.0264,9.8066,-0.0647,0.2335,-0.0656,-21.25,-36.25,-3.81,97.94,-89.03,16.66,52.613487,-1.47423,612.82,5.175,-0.0656,-0.2481,-1.0263,-1283.4442068665776,5743.996325677607,73.29271035887376,0.10000000000002274,5.284192250548598,75.60650343982519,-411.4337593902706,1625.2930170804916,4210.002276098751
52.613487,-1.47423,150.34,18.63,6,15.29,25 / 25,612920,2019-11-06 10:52:00:263,-0.7592,-3.7663,10.5493,-0.0139,0.0371,9.8065,0.0634,0.1907,-0.1968,-21.37,-36.19,-4.37,108.32,-88.9,27.36,52.613487,-1.47423,612.92,5.175,-0.1968,-0.7592,-3.7663,-1283.4442068665776,5743.996325677607,73.29271035887376,0.09999999999990905,5.252247269745473,73.10239967234199,-411.2810964577037,1625.795565628241,4209.542254358455
52.61365,-1.474168,150.54,18.65,6,10.79,25 / 25,613020,2019-11-06 10:52:00:363,-0.9381,-1.6135,10.2149,0.0396,0.0132,9.8066,0.0634,0.1907,-0.1968,-21.56,-36.37,-3.69,108.32,-88.9,27.36,52.61365,-1.474168,613.02,5.180555555555555,-0.1968,-0.9381,-1.6135,-1279.253258279358,5762.121098720896,76.98044852836605,0.10000000000002274,5.345653600564144,78.29602499902153,-411.17265707849657,1626.3190167006533,4225.922714842786
52.61365,-1.474168,150.54,18.65,6,10.79,25 / 25,613120,2019-11-06 10:52:00:463,-2.7046,4.0769,9.3585,0.0148,0.0416,9.8065,0.0642,-0.0374,0.0138,-21.19,-36.87,-3.44,117.17,-89.09,36.55,52.61365,-1.474168,613.12,5.180555555555555,0.0138,-2.7046,4.0769,-1279.253258279358,5762.121098720896,76.98044852836605,0.10000000000002274,5.303185179417212,76.0159695466269,-411.04450484272473,1626.8336182309063,4225.445418632365
52.61365,-1.474168,150.54,18.65,6,10.79,25 / 25,613221,2019-11-06 10:52:00:564,-0.8973,0.4155,9.893,-0.0144,0.0055,9.8066,-0.004,-0.2386,0.1407,-21.37,-36.37,-3.5,142.68,-89.0,59.79,52.61365,-1.474168,613.221,5.180555555555555,0.1407,-0.8973,0.4155,-1279.253258279358,5762.121098720896,76.98044852836605,0.10099999999999909,5.423985716513706,77.08357359671226,-410.92205030433047,1627.3675793159937,4224.948017783721
52.61365,-1.474168,150.54,18.65,6,10.79,25 / 25,613319,2019-11-06 10:52:00:662,-0.6463,-2.6339,10.0294,-0.0004,0.005,9.8066,-0.1253,-0.2594,0.2236,-21.12,-36.62,-3.62,141.01,-88.82,60.51,52.61365,-1.474168,613.319,5.180555555555555,0.2236,-0.6463,-2.6339,-1279.253258279358,5762.121098720896,76.98044852836605,0.09799999999995634,5.332295932580547,78.04363693077809,-410.8137922555175,1627.8788076168023,4224.469958196105
52.61365,-1.474168,150.54,18.65,6,10.79,25 / 25,613420,2019-11-06 10:52:00:763,-1.1984,-0.1944,8.6994,0.0014,-0.0099,9.8066,-0.1253,-0.2594,0.2236,-20.94,-36.75,-3.62,141.01,-88.82,60.51,52.61365,-1.474168,613.42,5.180555555555555,0.2236,-1.1984,-0.1944,-1279.253258279358,5762.121098720896,76.98044852836605,0.10099999999999909,5.290445585153797,77.9481409771691,-410.7022247431218,1628.4013653521627,4223.981502314959
52.61365,-1.474168,150.54,18.65,6,10.79,25 / 25,613519,2019-11-06 10:52:00:862,-0.3184,-3.3402,9.4973,0.0005,0.0142,9.8066,-0.1013,0.1515,0.0318,-20.75,-36.87,-3.62,143.64,-88.96,63.39,52.61365,-1.474168,613.519,5.180555555555555,0.0318,-0.3184,-3.3402,-1279.253258279358,5762.121098720896,76.98044852836605,0.09900000000004638,5.27319758000497,78.51357675968003,-410.5982666219469,1628.9129563218728,4223.502224804069
52.61365,-1.474168,150.54,18.65,6,10.79,25 / 25,613620,2019-11-06 10:52:00:963,2.7774,-2.8729,10.1154,-0.0123,-0.0157,9.8066,-0.1232,-0.0133,0.0501,-21.12,-36.25,-3.81,146.92,-88.86,66.66,52.61365,-1.474168,613.62,5.180555555555555,0.0501,2.7774,-2.8729,-1279.253258279358,5762.121098720896,76.98044852836605,0.10099999999999909,5.385050803510097,78.46392811908366,-410.48949684702467,1629.4458593250831,4223.003091106292
52.61365,-1.474168,150.54,18.65,6,10.79,25 / 25,613719,2019-11-06 10:52:01:062,0.0926,6.392,10.3562,-0.0191,-0.0611,9.8064,-0.0397,-0.6337,0.4779,-20.87,-36.31,-4.44,146.92,-88.86,66.66,52.61365,-1.474168,613.719,5.180555555555555,0.4779,0.0926,6.392,-1279.253258279358,5762.121098720896,76.98044852836605,0.09900000000004638,5.301996356851347,78.58744247235104,-410.3856342058761,1629.9603785993054,4222.52094903967
52.61365,-1.474168,150.54,18.65,6,10.79,25 / 25,613820,2019-11-06 10:52:01:163,-0.036,3.8106,9.6981,0.0141,-0.0353,9.8065,-0.0397,-0.6337,0.4779,-21.12,-36.44,-3.37,128.94,-89.05,48.95,52.61365,-1.474168,613.82,5.180555555555555,0.4779,-0.036,3.8106,-1279.253258279358,5762.121098720896,76.98044852836605,0.10099999999999909,5.332746995528577,78.62021624727059,-410.2793607900878,1630.488397483981,4222.026102767241
52.61365,-1.474168,150.54,18.65,6,10.79,25 / 25,613920,2019-11-06 10:52:01:263,0.9835,-0.9239,9.6166,-0.0282,0.0395,9.8065,0.1428,-0.7068,0.3868,-21.0,-36.44,-3.25,131.84,-89.03,48.75,52.61365,-1.474168,613.92,5.180555555555555,0.3868,0.9835,-0.9239,-1279.253258279358,5762.121098720896,76.98044852836605,0.09999999999990905,5.3783456928111795,78.74678670804843,-410.17440488739607,1631.015891827461,4221.531509278965
52.61382,-1.474118,150.74,18.37,6,8.81,24 / 24,614019,2019-11-06 10:52:01:362,0.1557,-4.9487,11.2184,-0.043,0.0563,9.8064,0.11,-0.645,0.3005,-20.75,-37.12,-3.5,131.84,-89.03,48.75,52.61382,-1.474118,614.019,5.102777777777778,0.3005,0.1557,-4.9487,-1275.8734610315985,5781.024236250238,79.86288333333073,0.09900000000004638,5.228564860181237,80.59564759140116,-410.0898240163148,1631.52656270093,4238.857422574452
52.61382,-1.474118,150.74,18.37,6,8.81,24 / 24,614121,2019-11-06 10:52:01:464,-0.3076,2.0562,9.9714,0.0247,-0.0451,9.8065,0.123,-0.512,0.2473,-21.25,-36.69,-3.25,132.89,-88.62,51.99,52.61382,-1.474118,614.121,5.102777777777778,0.2473,-0.3076,2.0562,-1275.8734610315985,5781.024236250238,79.86288333333073,0.10199999999997544,5.25048133634077,80.78304947783968,-410.00404339444407,1632.0551972812086,4238.357457166974
52.61382,-1.474118,150.74,18.37,6,8.81,24 / 24,614220,2019-11-06 10:52:01:563,-1.9804,5.7369,9.5902,0.0216,-0.0064,9.8065,0.123,-0.512,0.2473,-20.87,-36.56,-3.87,118.67,-89.21,38.26,52.61382,-1.474118,614.22,5.102777777777778,0.2473,-1.9804,5.7369,-1275.8734610315985,5781.024236250238,79.86288333333073,0.09900000000004638,5.2519493572866525,81.33338088589493,-409.92569584181234,1632.569203477741,4237.8703013391805
52.61382,-1.474118,150.74,18.37,6,8.81,24 / 24,614319,2019-11-06 10:52:01:662,0.2104,0.9179,9.8234,0.0317,0.0052,9.8066,-0.0431,0.0066,-0.0179,-20.81,-36.19,-4.37,128.56,-89.35,48.49,52.61382,-1.474118,614.319,5.102777777777778,-0.0179,0.2104,0.9179,-1275.8734610315985,5781.024236250238,79.86288333333073,0.0989999999999327,5.286944003353582,81.34580897279238,-409.846938484272,1633.0866516818899,4237.37986770482
52.61382,-1.474118,150.74,18.37,6,8.81,24 / 24,614420,2019-11-06 10:52:01:763,0.09,-5.9555,10.3617,-0.0499,0.0916,9.806,-0.1173,0.4587,-0.264,-20.81,-36.87,-4.06,128.56,-89.35,48.49,52.61382,-1.474118,614.42,5.102777777777778,-0.264,0.09,-5.9555,-1275.8734610315985,5781.024236250238,79.86288333333073,0.10099999999999909,5.282314994553294,80.4973414410937,-409.75885889073874,1633.6128445889228,4236.882787583776
52.61382,-1.474118,150.74,18.37,6,8.81,24 / 24,614520,2019-11-06 10:52:01:863,-0.0568,-4.6528,10.9852,0.013,-0.0099,9.8065,-0.0726,0.6213,-0.3526,-21.06,-36.44,-3.87,140.06,-88.76,59.52,52.61382,-1.474118,614.52,5.102777777777778,-0.3526,-0.0568,-4.6528,-1275.8734610315985,5781.024236250238,79.86288333333073,0.10000000000002274,5.2417720912150365,82.22813083814117,-409.68797486648657,1634.1322068918178,4236.388886728824
52.61382,-1.474118,150.74,18.37,6,8.81,24 / 24,614620,2019-11-06 10:52:01:963,-2.1538,3.7054,9.9541,0.052,-0.0593,9.8063,-0.0726,0.6213,-0.3526,-21.0,-36.5,-3.62,140.37,-89.22,60.32,52.61382,-1.474118,614.62,5.102777777777778,-0.3526,-2.1538,3.7054,-1275.8734610315985,5781.024236250238,79.86288333333073,0.10000000000002274,5.255960230852604,81.94272387537139,-409.61430577232585,1634.6526144667519,4235.894539527858
52.61382,-1.474118,150.74,18.37,6,8.81,24 / 24,614720,2019-11-06 10:52:02:063,-0.6796,3.5187,9.6431,0.0347,-0.0425,9.8065,-0.0778,0.6985,-0.4058,-21.06,-36.81,-3.87,140.37,-89.22,60.32,52.61382,-1.474118,614.72,5.102777777777778,-0.4058,-0.6796,3.5187,-1275.8734610315985,5781.024236250238,79.86288333333073,0.10000000000002274,5.234188827201604,80.67510998504022,-409.5294948977575,1635.1691165890545,4235.406301746901
52.61382,-1.474118,150.74,18.37,6,8.81,24 / 24,614820,2019-11-06 10:52:02:163,1.2487,-1.0877,9.9438,-0.0291,0.0518,9.8064,0.0177,0.633,-0.3451,-21.5,-37.06,-2.94,140.18,-89.55,60.01,52.61382,-1.474118,614.82,5.102777777777778,-0.3451,1.2487,-1.0877,-1275.8734610315985,5781.024236250238,79.86288333333073,0.10000000000002274,5.178897157431806,81.19619052299738,-409.45023107859555,1635.6809046356564,4234.921551854729
52.61382,-1.474118,150.74,18.37,6,8.81,24 / 24,614920,2019-11-06 10:52:02:263,0.6189,-6.1198,10.907,-0.0216,0.0187,9.8065,0.0744,0.1624,-0.1595,-21.37,-36.56,-3.62,144.57,-89.2,64.56,52.61382,-1.474118,614.92,5.102777777777778,-0.1595,0.6189,-6.1198,-1275.8734610315985,5781.024236250238,79.86288333333073,0.09999999999990905,5.265657820647685,82.97051505396843,-409.38578990510166,1636.2035123833982,4234.423185890877
52.613983,-1.474076,150.96,17.86,6,9.32,25 / 25,615020,2019-11-06 10:52:02:363,-1.0407,-2.7783,10.5786,-0.013,-0.0271,9.8066,0.0744,0.1624,-0.1595,-21.5,-36.37,-3.69,144.57,-89.2,64.56,52.613983,-1.474076,615.02,4.961111111111111,-0.1595,-1.0407,-2.7783,-1273.0344313434696,5799.149009292819,81.09763658862654,0.10000000000002274,5.205720699152765,82.72609821889397,-409.3198788241482,1636.7198950025709,4251.096206830039
